nombre_pdv;PRODUCTO  1;PRODUCTO  10;PRODUCTO  100;PRODUCTO  101;PRODUCTO  102;PRODUCTO  103;PRODUCTO  104;PRODUCTO  105;PRODUCTO  106;PRODUCTO  107;PRODUCTO  108;PRODUCTO  109;PRODUCTO  11;PRODUCTO  110;PRODUCTO  111;PRODUCTO  112;PRODUCTO  113;PRODUCTO  114;PRODUCTO  115;PRODUCTO  116;PRODUCTO  117;PRODUCTO  118;PRODUCTO  119;PRODUCTO  12;PRODUCTO  120;PRODUCTO  121;PRODUCTO  122;PRODUCTO  123;PRODUCTO  124;PRODUCTO  125;PRODUCTO  126;PRODUCTO  127;PRODUCTO  128;PRODUCTO  129;PRODUCTO  13;PRODUCTO  130;PRODUCTO  131;PRODUCTO  132;PRODUCTO  133;PRODUCTO  134;PRODUCTO  135;PRODUCTO  136;PRODUCTO  137;PRODUCTO  138;PRODUCTO  139;PRODUCTO  14;PRODUCTO  140;PRODUCTO  141;PRODUCTO  142;PRODUCTO  143;PRODUCTO  144;PRODUCTO  145;PRODUCTO  146;PRODUCTO  147;PRODUCTO  149;PRODUCTO  15;PRODUCTO  150;PRODUCTO  151;PRODUCTO  152;PRODUCTO  153;PRODUCTO  154;PRODUCTO  155;PRODUCTO  156;PRODUCTO  157;PRODUCTO  158;PRODUCTO  159;PRODUCTO  16;PRODUCTO  161;PRODUCTO  162;PRODUCTO  163;PRODUCTO  164;PRODUCTO  165;PRODUCTO  166;PRODUCTO  167;PRODUCTO  168;PRODUCTO  169;PRODUCTO  17;PRODUCTO  170;PRODUCTO  171;PRODUCTO  172;PRODUCTO  173;PRODUCTO  174;PRODUCTO  175;PRODUCTO  176;PRODUCTO  177;PRODUCTO  178;PRODUCTO  179;PRODUCTO  18;PRODUCTO  180;PRODUCTO  181;PRODUCTO  182;PRODUCTO  183;PRODUCTO  184;PRODUCTO  185;PRODUCTO  186;PRODUCTO  187;PRODUCTO  188;PRODUCTO  189;PRODUCTO  19;PRODUCTO  190;PRODUCTO  191;PRODUCTO  192;PRODUCTO  193;PRODUCTO  194;PRODUCTO  195;PRODUCTO  196;PRODUCTO  197;PRODUCTO  198;PRODUCTO  199;PRODUCTO  2;PRODUCTO  20;PRODUCTO  200;PRODUCTO  201;PRODUCTO  202;PRODUCTO  203;PRODUCTO  204;PRODUCTO  205;PRODUCTO  206;PRODUCTO  207;PRODUCTO  208;PRODUCTO  209;PRODUCTO  21;PRODUCTO  210;PRODUCTO  211;PRODUCTO  212;PRODUCTO  213;PRODUCTO  214;PRODUCTO  215;PRODUCTO  216;PRODUCTO  217;PRODUCTO  218;PRODUCTO  219;PRODUCTO  22;PRODUCTO  220;PRODUCTO  221;PRODUCTO  222;PRODUCTO  223;PRODUCTO  224;PRODUCTO  23;PRODUCTO  24;PRODUCTO  25;PRODUCTO  26;PRODUCTO  262;PRODUCTO  267;PRODUCTO  268;PRODUCTO  27;PRODUCTO  277;PRODUCTO  28;PRODUCTO  282;PRODUCTO  283;PRODUCTO  284;PRODUCTO  29;PRODUCTO  3;PRODUCTO  30;PRODUCTO  300;PRODUCTO  301;PRODUCTO  303;PRODUCTO  304;PRODUCTO  306;PRODUCTO  307;PRODUCTO  308;PRODUCTO  309;PRODUCTO  31;PRODUCTO  311;PRODUCTO  312;PRODUCTO  313;PRODUCTO  314;PRODUCTO  315;PRODUCTO  316;PRODUCTO  317;PRODUCTO  318;PRODUCTO  319;PRODUCTO  32;PRODUCTO  320;PRODUCTO  321;PRODUCTO  322;PRODUCTO  323;PRODUCTO  324;PRODUCTO  325;PRODUCTO  327;PRODUCTO  328;PRODUCTO  329;PRODUCTO  33;PRODUCTO  330;PRODUCTO  331;PRODUCTO  332;PRODUCTO  333;PRODUCTO  334;PRODUCTO  335;PRODUCTO  336;PRODUCTO  337;PRODUCTO  338;PRODUCTO  339;PRODUCTO  34;PRODUCTO  340;PRODUCTO  341;PRODUCTO  342;PRODUCTO  343;PRODUCTO  344;PRODUCTO  345;PRODUCTO  346;PRODUCTO  347;PRODUCTO  348;PRODUCTO  349;PRODUCTO  35;PRODUCTO  350;PRODUCTO  351;PRODUCTO  352;PRODUCTO  353;PRODUCTO  354;PRODUCTO  355;PRODUCTO  356;PRODUCTO  357;PRODUCTO  358;PRODUCTO  359;PRODUCTO  36;PRODUCTO  360;PRODUCTO  361;PRODUCTO  362;PRODUCTO  363;PRODUCTO  364;PRODUCTO  365;PRODUCTO  366;PRODUCTO  367;PRODUCTO  368;PRODUCTO  369;PRODUCTO  37;PRODUCTO  370;PRODUCTO  371;PRODUCTO  372;PRODUCTO  373;PRODUCTO  374;PRODUCTO  375;PRODUCTO  376;PRODUCTO  377;PRODUCTO  378;PRODUCTO  379;PRODUCTO  38;PRODUCTO  381;PRODUCTO  383;PRODUCTO  384;PRODUCTO  388;PRODUCTO  389;PRODUCTO  39;PRODUCTO  393;PRODUCTO  395;PRODUCTO  396;PRODUCTO  397;PRODUCTO  398;PRODUCTO  399;PRODUCTO  4;PRODUCTO  40;PRODUCTO  400;PRODUCTO  401;PRODUCTO  402;PRODUCTO  403;PRODUCTO  404;PRODUCTO  405;PRODUCTO  406;PRODUCTO  407;PRODUCTO  408;PRODUCTO  409;PRODUCTO  41;PRODUCTO  410;PRODUCTO  411;PRODUCTO  412;PRODUCTO  413;PRODUCTO  414;PRODUCTO  415;PRODUCTO  416;PRODUCTO  42;PRODUCTO  420;PRODUCTO  422;PRODUCTO  423;PRODUCTO  43;PRODUCTO  436;PRODUCTO  437;PRODUCTO  438;PRODUCTO  44;PRODUCTO  446;PRODUCTO  447;PRODUCTO  448;PRODUCTO  449;PRODUCTO  45;PRODUCTO  46;PRODUCTO  47;PRODUCTO  48;PRODUCTO  49;PRODUCTO  5;PRODUCTO  50;PRODUCTO  51;PRODUCTO  53;PRODUCTO  54;PRODUCTO  55;PRODUCTO  56;PRODUCTO  57;PRODUCTO  58;PRODUCTO  59;PRODUCTO  6;PRODUCTO  60;PRODUCTO  61;PRODUCTO  62;PRODUCTO  63;PRODUCTO  64;PRODUCTO  65;PRODUCTO  66;PRODUCTO  67;PRODUCTO  68;PRODUCTO  69;PRODUCTO  7;PRODUCTO  70;PRODUCTO  71;PRODUCTO  72;PRODUCTO  73;PRODUCTO  74;PRODUCTO  75;PRODUCTO  76;PRODUCTO  77;PRODUCTO  78;PRODUCTO  79;PRODUCTO  8;PRODUCTO  80;PRODUCTO  81;PRODUCTO  82;PRODUCTO  83;PRODUCTO  84;PRODUCTO  85;PRODUCTO  86;PRODUCTO  87;PRODUCTO  88;PRODUCTO  89;PRODUCTO  9;PRODUCTO  90;PRODUCTO  91;PRODUCTO  92;PRODUCTO  93;PRODUCTO  94;PRODUCTO  95;PRODUCTO  96;PRODUCTO  97;PRODUCTO  98;PRODUCTO  99
punto de venta 48;0;265;0;393;0;63;284;0;0;336;0;223;0;0;559;0;63;876;0;54;0;7;0;17;0;0;0;0;0;0;0;0;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;647;0;0;0;0;0;0;0;0;0;54;0;0;57;0;0;0;0;0;26;0;76;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;0;1;155;0;0;0;0;0;0;14;14;26;1;943;0;0;9;0;0;1;0;1;0;2;0;266;0;0;0;42;69;81;271;45;0;32;0;0;39;0;46;0;344;286;0;314;92;133;153;0;3;394;0;0;0;0;0;146;1;1;23;29;8;34;8;50;0;0;53;58;70;43;67;13;0;83;394;0;21;6;0;6;14;22;1;0;155;18;0;55;0;21;0;110;0;72;0;0;35;73;0;106;64;0;0;110;179;5;545;0;10;0;1;127;0;138;0;176;111;202;0;0;2;136;0;221;0;0;0;0;0;103;0;235;87;0;67;0;0;0;0;0;85;42;2;23;27;248;104;96;6;26;0;0;4;472;0;6;0;0;0;0;1;2;1;0;0;1;1;0;0;0;0;0;19895;0;0;0;22250;8;8;15;0;0;360;0;3;11174;0;16;6396;2442;2;0;5767;0;0;0;0;0;0;0;12;0;0;0;0;0;83;2;0;938;40;30;71;124;132;549;12;10;28;40;280;272;17;51;90;19;301;39;150;18;29;52;71;1183;95;25;33;69;364;57;81;506;0;886
punto de venta 49;0;5;0;82;0;0;163;0;0;202;0;179;0;0;306;0;0;383;0;0;0;13;0;27;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;0;0;0;38;0;0;0;0;0;0;3;0;4;0;232;0;0;0;0;0;4;0;1;0;1;0;55;4;0;0;4;9;9;16;5;0;3;0;0;3;0;2;0;65;48;0;92;114;160;91;0;0;25;0;0;0;0;0;33;22;133;0;0;0;0;0;0;0;0;1;1;0;2;0;22;0;82;59;0;0;0;0;0;4;3;0;0;9;2;0;15;0;5;0;14;0;61;0;0;0;38;0;28;20;0;0;99;165;0;36;0;0;0;1;142;0;98;0;68;8;75;0;0;4;83;0;123;0;0;0;4;0;148;0;69;68;0;25;0;0;11;0;0;0;4;0;31;53;37;72;32;0;0;0;0;12;160;0;0;0;0;0;0;0;0;7;6;0;0;4;32;18;4;22;4;2546;0;0;0;0;2;2;6;0;0;305;0;0;2992;0;0;1134;1;0;0;1177;0;2;0;0;3;2;2;7;0;0;2;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;224;0;0;0;0;0;0;0;122;0;255
punto de venta 5;0;234;0;919;0;34;629;0;0;173;0;219;0;0;1469;0;37;1825;0;56;0;15;0;7;0;0;0;0;0;0;0;0;0;0;691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;0;0;0;0;0;0;0;0;0;50;0;0;19;0;0;0;0;0;2;0;281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;0;0;6;11;33;9;17;47;34;0;1063;0;1;0;1;0;9;0;18;0;26;0;505;2;0;142;68;94;111;337;33;0;27;0;0;12;0;23;0;384;425;0;796;40;50;49;0;3;392;0;0;0;0;0;257;5;9;15;0;5;5;5;0;0;0;15;4;18;9;12;14;0;222;434;0;89;0;5;8;7;6;1;0;183;32;0;121;0;47;0;127;0;188;0;0;82;154;0;209;195;0;0;191;309;0;865;0;1;0;0;356;0;363;0;230;46;322;0;0;0;297;0;367;3;0;0;2;0;377;0;343;227;0;145;0;0;0;0;0;91;67;9;16;10;251;52;42;0;0;0;0;2;641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31217;0;0;0;23968;0;0;0;0;0;867;0;6;18525;0;14;6418;3672;5;0;7748;0;0;0;0;0;0;0;12;0;0;0;0;0;149;0;0;15;0;45;69;217;51;462;0;0;0;0;6;5;44;1;8;1;11;7;5;2;1;0;6;1515;2;3;2;2;10;240;247;929;0;1710
punto de venta 50;0;123;0;345;0;29;330;0;2;391;0;251;0;0;1136;0;36;1201;0;44;0;0;0;49;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433;0;0;0;0;0;0;0;0;0;42;0;0;94;0;0;0;0;0;119;0;45;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;0;19;171;0;0;0;0;0;0;25;11;8;0;895;0;9;0;1;0;0;0;0;0;0;0;88;0;0;0;50;49;101;428;60;0;71;0;0;70;0;72;0;236;234;0;220;137;210;187;0;1;354;0;0;0;0;0;112;0;0;7;0;3;16;10;0;0;1;74;73;84;48;71;46;0;225;367;0;52;0;2;8;5;9;1;0;155;27;0;116;0;37;0;113;0;230;0;0;47;137;0;188;103;0;0;178;330;4;310;0;17;0;25;279;0;235;0;298;100;165;0;0;25;281;0;361;0;0;0;0;0;326;0;392;150;0;87;0;0;41;0;0;74;43;2;20;25;188;173;159;5;16;0;1;9;712;1;5;0;3;2;1;0;2;0;0;0;0;0;0;0;0;0;0;20154;0;0;0;21148;17;14;25;0;0;332;0;2;10104;0;25;7368;2165;8;0;5586;0;0;0;0;0;0;0;16;0;0;0;0;0;153;46;0;313;80;34;89;108;209;437;24;81;55;132;605;421;31;96;192;51;723;129;258;67;98;110;75;1020;217;109;81;102;99;118;209;526;0;919
punto de venta 51;0;503;0;1223;0;140;838;0;2;267;0;484;0;0;3389;0;184;3811;0;216;0;21;0;78;0;0;0;0;0;0;0;0;0;0;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;908;0;0;0;0;0;0;0;0;0;77;0;0;68;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;397;0;0;31;464;0;0;7;0;31;0;38;24;48;0;3285;0;10;10;2;0;2;0;0;0;0;0;478;3;0;0;67;94;170;876;62;0;89;0;0;95;0;126;0;640;499;0;716;125;205;166;0;0;708;0;0;0;0;0;387;17;30;39;18;18;27;15;30;0;1;125;90;119;96;106;78;0;442;825;0;71;0;2;7;14;22;4;0;476;45;0;155;0;75;0;188;0;488;0;0;49;471;0;442;241;0;0;437;895;16;866;0;8;0;11;695;0;603;0;713;121;410;0;0;7;696;0;863;4;0;0;3;0;691;0;742;430;0;235;0;0;10;0;0;134;114;0;21;22;413;123;93;6;41;0;1;1;1007;0;4;1;2;0;0;3;0;0;0;0;0;0;0;0;0;2;0;43122;0;0;0;39584;6;3;19;0;0;869;0;33;32975;0;4;7249;1654;8;0;9014;0;0;0;0;0;0;0;18;0;0;0;0;0;115;8;0;1;79;81;117;295;269;1468;0;0;0;0;170;103;36;68;78;52;312;16;85;20;39;50;57;1655;79;79;37;46;901;127;140;1744;0;2428
punto de venta 52;0;276;0;810;0;66;619;0;0;406;0;358;0;0;1481;0;74;1657;0;127;0;10;0;35;0;0;0;0;0;0;0;0;0;0;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;637;0;0;0;0;0;0;0;0;0;49;0;0;69;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;0;0;0;282;0;14;1;0;0;0;31;31;48;0;2171;0;13;1;3;0;0;0;0;0;0;0;208;0;0;0;78;76;170;873;83;0;68;0;0;68;0;103;0;531;389;0;500;105;152;133;0;0;484;0;0;0;0;0;224;17;27;17;0;4;14;3;1;0;2;107;91;119;82;129;35;0;164;629;0;17;2;3;6;0;5;0;0;258;17;0;140;0;25;0;125;0;140;0;0;39;136;0;168;102;0;0;213;339;0;894;0;0;0;0;247;0;201;0;320;98;308;0;0;0;211;0;339;0;0;0;0;0;224;0;417;161;0;87;0;0;0;0;0;73;41;0;25;34;349;75;63;3;13;0;0;12;719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30165;0;0;0;30029;7;8;9;0;0;461;0;4;20286;0;52;8255;2712;1;0;8657;0;0;0;0;0;0;0;18;0;0;0;0;0;54;3;0;112;32;55;59;172;113;591;35;46;96;127;237;300;66;59;81;33;310;26;80;18;9;33;49;1752;79;47;31;49;84;31;35;1086;0;1831
punto de venta 53;0;167;0;380;0;8;213,4;0;1;178;0;206;0;0;591;0;2;781;0;9;0;0;0;23;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;0;0;0;0;0;0;0;0;0;6;0;0;19;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;0;0;0;114;0;0;0;0;0;0;3;9;16;0;902;0;1;0;0;0;11;0;18;0;18;0;111;13;0;0;28;33;62;378;43;0;31;0;0;30;0;19;0;174;173;0;148;26;34;30;0;0;193;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;0;52;36;50;32;26;19;0;79;328;0;7;0;1;1;3;0;1;0;120;11;0;39;0;23;0;52;0;87;0;0;14;39;0;80;42;0;0;119;145;0;345;0;0;0;0;118;0;118;0;129;13;108;0;0;0;125;0;202;0;0;0;0;0;104;0;169;77;0;36;0;0;0;0;0;18;5;0;7;6;133;23;13;0;3;0;0;1;401;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18598;0;0;0;16318;1;0;0;0;0;274;0;3;10056;0;24;4549;1304;6;0;4164;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;27;4;16;13;306;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;694;0;0;0;0;0;0;0;384;0;953
punto de venta 54;0;276;0;721;0;83;508;0;4;357;0;321;0;0;834;0;86;1083;0;66;0;7;0;80;0;0;0;0;0;0;0;0;0;0;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;557;0;0;0;0;0;0;0;0;0;81;0;0;78;0;0;0;0;0;1;0;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;0;0;58;184;0;0;4;0;13;7;37;29;68;0;1227;0;6;10;1;0;1;0;1;0;0;0;196;0;0;0;95;85;214;659;71;0;72;0;0;71;0;120;0;281;328;0;355;106;180;166;0;2;436;0;0;0;0;0;218;3;9;49;0;11;44;17;2;0;9;267;201;271;197;261;152;0;615;495;0;54;0;15;21;21;27;0;0;144;252;0;445;0;308;0;512;0;718;0;0;58;656;0;755;604;0;0;570;859;0;644;0;0;0;0;862;0;822;0;881;270;260;0;0;2;1011;0;1172;1;0;0;0;0;981;0;987;752;0;537;0;0;1;0;0;121;70;18;25;18;277;113;105;2;31;6;2;11;661;1;9;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;32930;0;0;0;21748;15;9;17;0;0;641;0;1;17140;0;86;11308;1555;1;0;9072;0;0;0;0;0;0;0;18;0;0;0;0;0;74;2;0;137;49;15;130;278;255;794;0;0;0;0;318;105;31;66;87;28;277;37;121;18;19;36;50;1166;86;38;59;69;281;33;64;971;0;1617
punto de venta 55;0;31;0;272;0;81;141;0;0;81;0;122;0;0;354;0;105;763;0;110;0;4;0;6;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;0;0;0;0;0;0;0;0;0;24;0;0;21;0;0;0;0;0;39;0;6;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;82;92;0;0;0;0;0;0;19;2;8;0;300;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;15;14;49;246;26;0;26;0;0;40;0;30;0;164;134;0;148;28;72;71;0;0;143;0;0;0;0;0;48;1;4;2;0;0;3;0;0;0;0;83;35;66;46;56;16;0;132;183;0;37;0;3;4;3;4;0;0;28;22;0;90;0;39;0;63;0;212;0;0;33;96;0;180;41;0;0;192;407;12;96;0;11;0;3;309;0;207;0;327;50;102;0;0;17;345;0;441;0;0;0;0;0;314;0;377;235;0;61;0;0;21;0;0;29;23;2;11;20;117;44;45;1;3;0;0;0;356;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13504;0;0;0;18569;1;2;7;0;0;158;0;1;8186;0;6;3072;789;2;0;3722;0;0;0;0;0;0;0;7;0;0;0;0;0;87;8;0;3;50;5;16;53;31;213;0;0;0;0;78;62;8;47;34;15;83;27;54;3;62;23;38;410;55;24;58;33;587;148;156;325;0;411
punto de venta 56;0;208;0;1121;0;130;806;0;0;325;0;431;0;0;1434;0;132;2613;0;159;0;12;0;76;0;0;0;0;0;0;0;0;0;0;459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1268;0;0;0;0;0;0;0;0;0;43;0;0;65;0;0;0;0;0;3;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;0;0;7;385;0;0;0;0;4;0;67;40;18;0;3817;0;2;4;4;0;0;0;0;0;0;0;447;0;0;0;90;118;180;511;82;0;88;0;0;99;0;129;0;869;618;0;736;75;178;170;0;27;849;0;0;0;0;0;394;22;22;11;0;2;24;11;1;0;1;58;48;58;51;59;25;0;90;1162;0;9;2;2;11;4;11;1;0;450;8;0;43;0;10;0;31;0;81;0;0;24;52;0;82;43;0;0;75;175;0;933;0;0;0;0;152;0;102;0;153;35;490;0;0;0;177;0;189;0;0;0;0;0;143;0;187;102;0;48;0;0;1;0;0;88;55;18;20;24;640;129;114;7;10;0;2;30;1029;0;6;0;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;40763;0;0;0;43939;13;12;10;0;0;724;0;3;27895;0;14;8120;4454;0;0;9258;0;0;0;0;0;0;0;36;0;0;0;0;0;60;3;0;355;58;63;48;309;121;1445;43;42;107;160;373;463;36;69;140;46;318;72;159;44;59;72;54;1757;135;85;42;98;178;37;42;1133;0;2108
punto de venta 57;0;103;0;744;0;129;429;0;2;212;0;220;0;0;1329;0;131;2822;0;213;0;4;0;66;0;0;0;0;0;0;0;0;0;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;973;0;0;0;0;0;0;0;0;0;51;0;0;19;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266;0;0;0;320;0;0;0;0;0;0;57;57;9;2;1481;0;19;5;1;0;1;0;2;0;0;0;326;0;0;0;104;84;141;984;39;0;43;0;0;84;0;123;0;423;437;0;445;81;281;147;0;0;593;0;0;0;0;0;297;10;19;28;0;1;45;6;4;0;6;110;80;116;76;59;22;0;165;632;0;40;2;10;12;10;25;1;0;313;11;0;71;0;13;0;59;0;116;0;0;19;125;0;145;61;0;0;229;354;0;477;0;0;0;0;224;0;178;0;247;43;307;0;0;0;266;0;252;0;0;0;2;0;297;0;229;137;0;77;0;0;4;0;0;189;113;20;25;21;318;162;140;0;40;0;2;3;560;0;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;36591;0;0;0;53766;19;19;19;0;0;797;0;2;25670;0;6;6170;3073;3;0;7762;0;0;0;0;0;0;0;13;0;0;0;0;0;56;11;0;286;41;46;79;191;213;944;0;0;0;0;158;64;31;50;61;15;303;27;92;3;36;19;42;957;91;37;27;31;303;39;65;796;0;1023
punto de venta 58;0;146;0;1544;0;149;905;0;0;280;0;301;0;0;3045;0;182;4046;0;203;0;1;0;72;0;0;0;0;0;0;0;0;0;0;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;918;0;0;0;0;0;0;0;0;0;34;0;0;33;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366;0;0;35;397;0;0;0;0;12;10;71;39;37;0;2767;0;11;0;7;0;2;0;4;0;9;0;412;17;0;0;92;115;201;738;130;0;109;0;0;122;0;146;0;552;482;0;622;96;311;235;0;0;589;0;0;0;0;0;275;11;19;9;0;0;8;3;3;0;1;132;95;108;91;63;48;0;122;748;0;15;0;3;1;13;6;1;0;437;17;0;45;0;19;0;41;0;119;0;0;13;140;0;284;250;0;0;133;261;2;742;0;0;0;0;296;0;203;0;233;74;308;0;0;14;205;0;344;0;0;2;0;0;243;0;270;113;0;42;0;0;0;0;0;17;30;1;43;36;378;130;103;3;8;1;0;1;1040;1;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;46293;0;0;0;60733;5;0;15;0;0;751;0;6;37505;0;168;7216;2718;1;0;8932;0;0;0;0;0;0;0;12;0;0;0;0;0;27;0;0;79;3;55;14;123;56;1199;0;0;0;0;3;3;62;2;6;1;15;2;1;1;5;1;1;862;4;0;2;1;0;32;32;1066;0;1895
punto de venta 59;0;163;0;1129;0;127;716;0;0;165;0;233;0;0;2852;0;97;3664;0;156;0;11;0;17;0;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;595;0;0;0;0;0;0;0;0;0;27;0;0;27;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;0;0;52;221;0;0;13;0;16;0;26;50;32;0;1112;0;10;0;6;0;0;0;1;0;1;0;338;1;0;0;73;92;170;660;137;0;93;0;0;99;0;83;0;500;450;0;443;66;207;181;0;0;422;0;0;0;0;0;251;13;39;16;0;0;5;10;1;0;2;102;52;89;85;71;43;0;148;555;0;24;0;1;2;4;5;0;0;323;4;0;11;0;4;0;9;0;85;0;0;19;71;0;57;39;0;0;130;261;0;557;0;0;0;0;267;0;208;0;134;34;367;0;0;0;188;0;287;0;0;0;0;0;270;0;186;154;0;30;0;0;0;0;0;67;28;12;21;28;312;88;68;0;10;0;0;0;565;4;9;1;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;30206;0;0;0;36217;1;0;4;0;0;564;0;45;24506;0;22;2334;922;7;0;3420;0;0;0;0;0;0;0;12;0;0;0;0;0;34;0;0;1;11;27;16;76;56;571;0;0;0;0;11;2;12;6;13;13;35;4;17;2;3;8;19;520;16;15;11;11;0;51;52;1012;0;1693
punto de venta 6;0;1170;0;2084;0;293;973;0;2;796;0;286;0;0;2353;0;188;3373;0;351;0;632;0;38;0;0;0;0;0;0;0;0;0;0;1451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1143;0;0;0;0;0;0;0;0;0;82;0;0;210;0;0;0;0;2;134;2;524;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;0;0;55;244;0;0;0;0;0;0;160;68;56;0;1310;0;27;14;41;68;0;0;1;0;0;0;1125;0;0;0;101;129;172;628;116;0;116;0;0;123;0;173;0;1033;547;0;2202;227;213;273;0;0;1334;0;0;0;0;0;575;239;219;51;3;23;28;12;0;0;17;48;24;99;52;93;132;0;584;2281;0;37;5;29;62;33;45;8;0;835;139;0;296;0;111;0;661;0;695;0;0;44;535;0;712;481;0;0;206;796;37;2278;0;10;0;21;561;0;937;0;505;208;960;0;0;56;683;0;1010;1;0;0;1;0;548;0;2354;606;0;598;0;0;23;0;0;416;317;8;34;16;711;132;217;2;12;0;0;1;3715;0;2;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;8;30093;0;0;0;0;0;0;0;0;0;2532;0;2;30807;0;19;11156;0;7;0;19935;0;0;0;0;0;0;0;18;0;0;0;0;0;214;3;8;3316;80;134;463;1047;410;2459;121;249;212;558;1330;2039;44;189;572;152;1686;404;348;260;247;251;347;3342;420;290;211;298;671;81;237;2149;0;5833
punto de venta 60;0;400;0;1529;0;80;1079;0;1;168;0;265;0;0;4534;0;66;4925;0;92;0;14;0;54;0;0;0;0;0;0;0;0;0;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569;0;0;0;0;0;0;0;0;0;64;0;0;52;0;0;0;0;0;0;0;67;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;466;0;0;21;366;0;0;4;0;43;12;88;80;64;0;1855;0;0;10;8;0;0;0;0;0;0;0;431;0;0;0;125;129;294;909;102;0;89;0;0;172;0;147;0;512;605;0;512;92;346;216;0;0;529;0;0;0;0;0;376;9;13;49;26;27;37;20;40;0;4;150;99;142;95;104;45;0;265;657;0;60;0;13;1;0;3;1;0;405;4;0;69;0;10;0;31;0;210;0;0;63;230;0;130;136;0;0;266;674;24;3616;0;13;0;3;567;0;383;0;342;71;517;0;0;7;420;0;596;1;0;0;1;0;526;0;377;251;0;143;0;0;3;0;0;242;180;9;35;28;401;183;179;5;24;0;0;3;672;1;6;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;31005;0;0;0;27519;11;15;17;0;0;993;0;2;31805,2;0;659;2808;1078;1;0;5171;0;0;0;0;0;0;0;22;0;0;0;0;0;202;3;0;37;55;94;92;356;159;1314;0;1;0;0;187;108;19;86;49;12;218;31;114;12;28;42;39;735;88;64;45;71;276;154;274;1619;0;2380
